120	1978	1953	10	5	10
121	1995	1972	14	6	3
122	1955	7	4	1940	4
123	1972	1939	7	20	6
124	1958	0	1	30	1927
125	1876	2	6	1868	0
126	1894	0	0	1894	0
127	1678	1663	8	2	5
128	1665	1645	4	12	4
129	1634	1615	2	10	7
130	1625	5	1617	1	2
131	1598	0	1588	10	0
132	448	426	8	4	10
133	457	435	13	3	6
134	447	435	4	5	3
135	442	422	9	10	1
136	604	422	4	3	175
137	598	0	1	170	427
138	430	2	2	424	2
139	594	591	2	1	0
140	590	2	0	2	586
141	587	570	1	1	15
142	382	5	2	374	1
143	383	5	5	368	5
144	362	14	26	313	9
145	396	6	5	379	6
146	404	3	3	396	2
147	1401	1383	5	5	8
148	1417	1403	3	7	4
149	1462	4	2	4	1452
150	1461	5	1	5	1450
151	1498	4	3	1488	3
152	1487	5	6	1472	4
153	1524	1506	9	2	7
154	1529	8	4	1514	3
155	1525	3	2	1516	4
156	1555	36	10	16	1493
157	1619	10	5	4	1600
158	1632	10	35	9	1578
159	1619	3	20	7	1589
160	2684	2657	5	15	7
161	2673	9	9	11	2644
162	2706	16	2669	5	16
163	2739	2713	12	5	9
164	2756	2727	12	8	9
165	2737	2672	16	34	15
166	3292	6	11	3256	19
167	3300	16	7	9	3268
168	3297	3251	18	10	18
169	3346	3317	13	12	4
170	3438	5	10	3417	6
171	3480	3415	10	40	15
172	3525	52	3460	7	6
173	3507	3446	5	43	13
174	3497	25	17	3442	13
175	3547	6	12	8	3521
176	3560	3532	9	11	8
177	3563	0	13	0	3550
178	3590	11	9	3560	10
179	3617	3590	8	10	9
180	3634	12	11	7	3604
181	3679	45	3615	9	10
182	3669	3598	16	47	8
183	3652	22	12	3610	8
184	3695	3665	11	12	7
185	3712	6	14	9	3683
186	3734	3687	12	10	25
187	3763	10	3717	11	25
188	3757	5	25	3	3724
189	3752	12	3706	16	18
190	3787	3753	6	19	9
191	3793	9	12	16	3756
192	3816	3778	9	16	13
193	3837	7	14	3808	8
194	3822	3797	10	9	6
195	3785	3726	13	25	21
196	3870	3800	28	5	37
197	4418	5	24	8	4381
198	4446	22	4366	28	30
199	4409	11	3	4	4391
200	4428	10	10	4389	19
201	4480	13	19	23	4425
202	4481	8	8	4460	5
203	4418	12	9	4391	6
204	4569	4503	19	16	31
205	4574	10	4540	7	17
206	4561	4536	11	12	2
207	4599	1	20	13	4565
208	4496	4444	17	22	13
209	4504	4455	18	13	18
210	4439	4364	14	46	15
211	5102	18	35	5028	21
212	5099	15	5053	15	16
213	5135	31	47	12	5045
214	5117	5078	14	10	15
215	5135	11	13	16	5095
216	5134	5080	20	11	23
217	5114	15	13	5073	13
218	5069	14	13	5030	12
219	5179	20	22	12	5125
220	5177	5133	17	12	15
221	5144	16	5108	10	10
222	5217	5102	68	29	18
223	5194	16	14	5152	12
224	5184	9	16	14	5145
225	5195	5117	18	31	29
226	5148	22	21	14	5091
227	5097	9	19	14	5055
228	5188	5144	15	18	11
229	5187	29	8	5132	18
230	5195	18	15	14	5148
231	5193	5135	17	17	24
232	5147	13	12	5108	14
233	5089	13	14	5047	15
234	5194	5142	19	12	21
235	5183	16	5150	8	9
236	5143	7	5114	10	12
237	5239	20	19	20	5180
238	5237	5192	10	13	22
239	5203	10	5153	18	22
240	5279	5184	49	24	22
241	5209	15	5171	15	8
242	5156	14	5111	10	21
243	5217	19	13	20	5165
244	5238	20	20	5152	46
245	5206	18	51	15	5122
246	5180	20	5111	21	28
247	5134	5092	11	19	12
248	5124	5043	60	14	7
249	5065	9	5031	11	14
250	5097	5058	12	12	15
251	5097	6	10	5	5076
252	4991	4920	30	17	24
253	5000	4954	14	17	15
254	4925	14	8	8	4895
255	4879	28	63	15	4773
256	4832	6	7	4810	9
257	4779	14	14	4743	8
258	4697	4643	12	16	26
259	4724	4676	25	9	14
260	4673	23	9	4634	7
261	4199	4062	12	107	18
262	4179	4153	10	10	6
263	4165	4114	22	19	10
264	4254	6	18	8	4222
265	4285	11	4226	12	36
266	4259	18	15	13	4213
267	4242	18	16	4203	5
268	4208	10	12	13	4173
269	4200	8	8	64	4120
270	4147	11	8	4119	9
271	4185	4156	9	14	6
272	4147	10	4112	13	12
273	4200	16	54	20	4110
274	4191	40	4122	19	10
275	4159	4102	9	39	9
276	4120	24	9	4075	12
277	4135	4108	9	14	4
278	4064	5	7	6	4046
279	4015	24	21	10	3960
280	3972	6	9	3947	10
281	3929	8	4	3914	3
282	3856	14	24	16	3802
283	3888	5	0	31	3852
284	3844	5	36	3795	8
285	3842	7	3796	12	27
286	3837	3805	8	19	5
287	3296	6	3279	8	3
288	3844	31	538	20	3255
289	3361	18	37	13	3293
290	3327	3	7	12	3305
291	2956	2918	14	8	16
292	2969	2943	13	7	6
293	2922	2890	19	10	3
294	2006	20	14	13	1959
295	2024	9	8	4	2003
296	2024	11	7	9	1997
297	2048	8	85	7	1948
298	2347	7	2333	4	3
299	2344	9	2322	10	3
300	2303	80	2192	13	18
301	2475	2398	10	6	61
302	2482	3	4	9	2466
303	2463	62	16	7	2378
304	2486	2420	5	45	16
305	2468	12	37	2416	3
306	2375	6	2322	25	22
307	2383	7	2366	2	8
308	2330	8	2306	6	10
309	2465	17	8	10	2430
310	2473	2447	10	5	11
311	2470	6	10	4	2450
312	2458	8	10	6	2434
313	2480	22	11	2442	5
314	2466	2430	9	23	4
315	2437	12	5	2408	12
316	2449	2439	5	3	2
317	2426	6	2403	8	9
318	2461	15	32	9	2405
319	2443	4	10	2421	8
320	2433	7	8	5	2413
321	2435	2394	11	14	16
322	2407	3	2396	5	3
323	2386	5	2369	9	3
324	2421	2388	11	14	8
325	2406	11	8	2378	9
326	2399	4	5	9	2381
327	1895	1848	11	11	25
328	1945	1919	6	10	10
329	1942	1910	7	13	12
330	1954	1916	8	14	16
331	2309	9	10	8	2282
332	2296	7	2	6	2281
333	2202	2166	7	7	22
334	2251	2237	7	5	2
335	2245	2222	8	10	5
336	2251	21	4	2221	5
337	2235	7	2217	6	5
338	2209	12	2182	7	8
339	2216	2191	11	8	6
340	2208	6	7	2187	8
341	2173	7	5	2156	5
342	2165	2137	11	11	6
343	2185	2166	6	5	8
344	2166	4	3	3	2156
345	2132	7	8	2111	6
346	2152	5	3	2141	3
347	2138	2117	9	8	4
348	2132	8	7	7	2110
349	2108	5	8	2092	3
350	2100	4	18	2072	6
351	1875	14	1834	17	10
352	1938	0	1931	4	3
353	1916	1	1901	11	3
354	1466	1376	62	18	10
355	1444	1428	7	4	5
356	1433	1421	4	4	4
357	1427	1408	5	10	4
358	1437	3	3	1424	7
359	1428	5	2	4	1417
360	1410	7	6	8	1389
361	1340	1328	4	3	5
362	1335	1324	3	5	3
363	1304	1287	7	8	2
364	1335	2	1323	3	7
365	1316	1300	3	4	9
366	1297	1284	3	6	4
367	1314	0	0	16	1298
368	1274	4	2	1268	0
369	1280	0	0	1280	0
370	1275	5	1261	4	5
371	1257	6	1240	3	8
372	1269	1247	5	12	5
373	1252	5	14	4	1229
374	1244	3	5	14	1222
375	1217	15	8	1190	4
376	1226	1213	3	6	4
377	1202	5	1190	4	3
378	1224	1191	20	6	7
379	1206	16	5	1183	2
380	1191	1173	3	13	2
381	1180	1164	3	11	2
382	1162	21	6	1134	1
383	180	153	4	22	1
384	141	116	11	10	4
385	136	115	10	7	4
386	134	113	9	11	1
387	137	116	7	6	8
388	148	125	3	3	17
389	516	3	3	0	510
390	521	502	0	1	18
391	525	520	3	1	1
392	527	519	5	2	1
393	530	516	0	11	3
394	600	1	3	594	2
395	597	2	590	3	2
396	602	595	3	2	2
397	606	1	3	2	600
398	601	1	1	3	596
399	609	605	0	1	3
400	605	4	2	596	3
401	605	0	2	1	602
402	609	601	2	2	4
403	611	1	3	607	0
404	602	594	1	3	4
405	598	590	3	2	3
406	606	599	3	1	3
407	611	5	0	2	604
408	607	1	3	1	602
409	606	2	0	0	604
410	632	1	1	627	3
411	633	2	1	6	624
412	631	625	2	2	2
413	630	2	625	0	3
414	637	624	7	4	2
415	640	3	2	634	1
416	637	629	1	7	0
417	633	1	4	628	0
418	640	633	1	1	5
419	639	1	2	6	630
420	632	0	0	631	1
421	643	0	1	642	0
422	617	613	1	1	2
423	599	593	1	2	3
424	624	620	1	2	1
425	624	613	2	7	2
426	683	7	0	675	1
427	686	2	0	684	0
428	685	678	4	0	3
429	686	675	3	7	1
430	689	1	0	685	3
431	690	2	0	686	2
432	686	13	6	658	9
433	703	698	2	2	1
434	706	696	2	5	3
435	694	684	1	7	2
436	714	672	4	3	35
437	764	1	2	0	761
438	760	2	5	3	750
439	734	3	8	3	720
440	420	7	408	1	4
441	745	401	330	6	8
442	451	425	9	12	5
443	445	430	3	5	7
444	439	422	3	10	4
445	439	423	5	1	10
446	482	2	0	0	480
447	477	2	3	6	466
448	466	0	1	464	1
449	462	0	2	459	1
450	451	2	4	443	2
451	458	0	455	2	1
452	451	1	449	1	0
453	451	1	1	2	447
454	448	0	1	447	0
455	404	403	0	0	1
456	390	387	2	1	0
457	399	398	1	0	0
458	398	391	2	3	2
459	445	0	1	1	443
460	442	0	439	1	2
461	439	1	434	2	2
462	437	430	2	2	3
463	442	2	1	1	438
464	437	434	2	0	1
465	438	0	435	0	3
466	436	436	0	0	0
467	429	429	0	0	0
468	432	1	2	0	429
469	434	430	4	0	0
470	431	1	427	1	2
471	432	4	0	3	425
472	426	0	423	3	0
473	416	0	411	4	1
474	424	421	1	2	0
475	419	2	1	415	1
476	416	2	2	1	411
477	416	405	4	4	3
478	399	1	2	1	395
479	397	1	1	0	395
480	388	1	4	0	383
481	398	1	8	388	1
482	391	0	389	2	0
483	390	0	388	0	2
484	390	384	5	1	0
485	386	0	2	1	383
486	360	355	2	1	2
487	358	351	4	1	2
488	350	345	2	3	0
489	357	6	0	351	0
490	159	152	3	3	1
491	158	143	1	9	5
492	141	110	10	14	7
493	176	147	10	8	11
494	192	165	13	13	1
495	249	181	12	42	14
496	1702	36	3	1662	1
497	1699	1654	40	2	3
498	1696	6	1671	9	10
499	1723	1709	4	4	6
500	1707	8	5	1689	5
501	1750	3	6	21	1720
502	1753	1741	5	3	4
503	1756	2	1744	2	8
504	1791	8	25	9	1749
505	1781	1766	7	6	2
506	1790	1770	5	7	8
507	1779	1750	6	15	8
508	2072	0	0	36	2036
509	2031	4	6	2021	0
510	2055	0	1	2054	0
511	2126	2104	13	4	5
512	2058	4	5	2046	3
513	2108	2004	9	83	12
514	2131	2106	9	9	7
515	2139	2101	12	12	14
516	2174	2113	9	23	29
517	3379	10	15	1	3353
518	3392	4	3	10	3375
519	3468	3426	8	11	23
520	3482	20	12	3441	9
521	3489	9	9	10	3461
522	3504	3455	11	19	19
523	3514	8	6	3488	12
524	3527	3503	7	13	4
525	3469	13	18	9	3429
526	3579	9	10	10	3550
527	3581	9	25	8	3539
528	4000	10	3939	9	42
529	4038	3975	40	11	12
530	4022	7	8	3992	15
531	4069	4001	11	44	13
532	4065	12	11	4035	7
533	4092	4059	5	12	16
534	4077	4027	14	23	13
535	4205	8	4139	5	53
536	4216	15	11	17	4173
537	4172	31	16	13	4112
538	4293	4261	9	9	14
539	4256	4219	16	10	11
540	4366	1	12	14	4339
541	4384	4346	9	11	18
542	4385	4308	8	54	15
543	4411	13	8	4380	10
544	4453	4419	11	13	10
545	4426	10	6	4391	19
546	4485	4383	8	80	14
547	4484	4447	15	7	15
548	4424	8	4392	14	10
549	4481	20	57	18	4386
550	4435	12	4405	9	9
551	4410	4372	18	13	7
552	4356	4310	8	24	14
553	4396	24	12	4350	10
554	4367	4324	25	10	8
555	4350	12	4314	9	15
556	4348	19	15	12	4302
557	4341	14	59	11	4257
558	4276	15	4247	7	7
559	4320	0	0	37	4283
560	3927	2	0	3925	0
561	3990	0	2	3988	0
562	3946	11	10	3914	11
563	3965	3944	7	9	5
564	3925	3882	13	19	11
565	3922	11	20	3884	7
566	3901	11	7	14	3869
567	3857	10	14	16	3817
568	3852	10	3823	8	11
569	3816	3780	13	13	10
570	3759	3724	11	17	7
571	3714	12	10	8	3684
572	3655	8	8	4	3635
573	3661	3620	12	19	10
574	3587	9	12	3563	3
575	3533	14	8	3508	3
576	3461	3432	9	9	11
577	3479	3452	7	8	12
578	3449	8	16	8	3417
579	3431	3371	20	14	26
580	3357	11	3326	9	11
581	3315	12	3289	5	9
582	3316	3274	11	18	13
583	3300	7	3282	2	9
584	3276	3255	9	12	0
585	3274	9	14	3	3248
586	2782	11	2762	6	3
587	2772	3	2758	7	4
588	2715	21	2653	24	17
589	2735	7	4	2716	8
590	2717	6	2689	14	8
591	2707	2660	15	23	9
592	2307	2	1	2304	0
593	2292	0	2	2290	0
594	2275	9	10	2170	86
595	2214	17	7	19	2171
596	2105	3	8	8	2086
597	202	143	3	8	48
598	124	114	6	3	1
599	109	93	8	8	0
600	94	65	11	12	6
601	83	68	13	2	0
602	76	63	0	12	1
603	85	15	1	69	0
604	31	30	0	1	0
605	32	19	2	10	1
606	25	21	1	2	1
607	27	23	1	0	3
608	30	25	3	0	2
609	45	32	1	4	8
610	365	1	9	1	354
611	366	6	356	1	3
612	373	363	5	4	1
613	375	3	0	371	1
614	379	3	0	0	376
615	382	379	0	3	0
616	388	383	0	1	4
617	394	0	393	0	1
618	400	390	4	4	2
619	403	2	1	395	5
620	405	2	1	0	402
621	416	413	1	0	2
622	424	0	421	1	2
623	427	2	1	2	422
624	428	0	1	424	3
625	437	1	0	435	1
626	450	447	2	1	0
627	454	2	1	2	449
628	458	0	0	456	2
629	461	2	0	2	457
630	459	1	2	453	3
631	468	1	0	464	3
632	472	3	1	467	1
633	523	4	1	3	515
634	527	2	2	521	2
635	528	528	0	0	0
636	533	0	1	0	532
637	540	4	2	532	2
638	540	2	538	0	0
639	551	539	6	4	2
640	557	3	5	0	549
641	564	557	0	3	4
642	525	4	7	2	512
643	582	7	4	6	565
644	588	12	7	10	559
645	703	3	134	11	555
646	738	115	11	17	595
647	2514	17	2392	104	1
648	2578	2428	34	14	102
649	2565	27	15	2465	58
650	2607	9	50	16	2532
651	2564	11	15	9	2529
652	2724	2	2719	3	0
653	2720	6	2692	11	11
654	2661	17	2540	19	85
655	3181	27	53	16	3085
656	3167	12	6	10	3139
657	3267	3209	16	15	27
658	3271	6	8	3252	5
659	3291	3269	6	8	8
660	3307	3	10	11	3283
661	3321	13	9	3293	6
662	3337	3311	8	9	9
663	3323	3287	9	20	7
664	3449	43	10	3385	11
665	3436	3371	47	10	8
666	3409	10	3367	14	18
667	3469	6	6	8	3449
668	3464	7	47	7	3403
669	3451	14	3421	9	7
670	3548	3497	31	12	8
671	3511	12	4	3486	9
672	3540	8	5	3519	8
673	3615	3586	9	11	9
674	3612	3537	12	55	8
675	3616	10	9	3589	8
676	3678	9	8	11	3650
677	3687	3649	14	12	12
678	3671	0	15	1	3655
679	3694	3668	8	9	9
680	3684	6	3667	5	6
681	3732	16	42	11	3663
682	3711	11	11	3682	7
683	3703	12	3675	6	10
684	3756	3687	44	12	13
685	3709	14	7	1	3687
686	3726	16	10	11	3689
687	3676	17	29	13	3617
688	4190	4119	50	17	4
689	4131	7	4094	19	11
690	4152	23	4102	8	19
691	4228	4195	10	11	12
692	4232	12	11	9	4200
693	4248	4188	19	16	25
694	4277	18	4236	14	9
695	4238	11	4206	11	10
696	4339	14	11	17	4297
697	4340	4304	9	13	14
698	4318	12	14	4278	14
699	4360	15	16	34	4295
700	4328	4290	10	17	11
701	4332	4	9	12	4307
702	3985	3929	17	17	22
703	4070	4037	10	15	8
704	4052	3994	30	13	15
705	4363	1	4326	19	17
706	4342	4308	11	10	13
707	4303	4273	12	11	7
708	4360	8	18	12	4322
709	4382	43	15	4309	15
710	4346	4292	8	36	10
711	4313	22	9	4270	12
712	4344	4309	8	15	12
713	4306	14	4269	17	6
714	4371	4299	44	16	12
715	4299	10	4267	13	9
716	4264	7	4238	10	9
717	4342	4281	10	36	15
718	3990	9	13	3958	10
719	3960	6	12	3930	12
720	3928	60	27	3809	32
721	4270	4212	7	11	40
722	4242	5	10	14	4213
723	4196	31	14	11	4140
724	4264	4214	15	22	13
725	4250	8	12	4218	12
726	4282	4218	12	39	13
727	4278	7	9	5	4257
728	4265	4233	3	15	14
729	4265	0	30	1	4234
730	4313	48	4240	13	12
731	4268	4205	9	49	5
732	4238	15	19	4188	16
733	4307	36	7	10	4254
734	4276	4214	37	13	12
735	4244	0	4226	2	16
736	4229	4202	11	14	2
737	4189	4153	12	14	10
738	4238	7	16	6	4209
739	4252	18	10	4191	33
740	4228	12	17	31	4168
741	4205	15	28	4148	14
742	4222	13	4160	14	35
743	4122	6	15	8	4093
744	4045	19	25	23	3978
745	4019	12	3991	8	8
746	3958	14	3921	12	11
747	3988	3948	5	14	21
748	3979	34	3920	14	11
749	3946	3901	16	19	10
750	3466	35	19	3404	8
751	3512	11	10	3480	11
752	3505	10	12	3477	6
753	3540	3478	22	19	21
754	3535	1	0	45	3489
755	3360	4	12	3343	1
756	3406	0	0	3405	1
757	3047	3020	15	4	8
758	3030	2998	8	13	11
759	2968	2914	15	23	16
760	2991	5	13	2962	11
761	2934	6	11	2908	9
762	2966	2924	12	9	21
763	2958	16	8	11	2923
764	2912	9	2886	9	8
765	2955	2885	42	10	18
766	2895	8	2867	10	10
767	2856	3	2836	10	7
768	2867	2829	12	13	13
769	2844	15	5	2819	5
770	2809	10	2775	16	8
771	2766	2700	41	16	9
772	2749	2726	5	5	13
773	2713	6	10	9	2688
774	2709	2682	9	7	11
775	2648	8	15	6	2619
776	2630	4	27	7	2592
777	2504	5	2487	4	8
778	2522	3	2506	8	5
779	2162	2139	12	5	6
780	2126	2105	8	8	5
781	2138	2125	4	1	8
782	2120	8	8	2101	3
783	2127	3	6	25	2093
784	2123	2096	7	15	5
785	2093	3	17	2065	8
786	2088	4	2060	14	10
787	2086	2061	5	3	17
788	2063	3	10	15	2035
789	2057	7	7	2033	10
790	2031	2000	8	22	1
791	508	20	484	2	2
792	2027	451	1546	11	19
793	499	483	9	4	3
794	493	466	11	8	8
795	490	455	10	15	10
796	497	465	12	3	17
797	853	3	4	5	841
798	867	7	836	2	22
799	866	5	23	0	838
800	867	0	1	0	866
801	882	862	1	6	13
802	891	13	2	873	3
803	883	864	3	14	2
804	880	8	2	866	4
805	890	1	884	3	2
806	880	1	876	2	1
807	766	5	7	8	746
808	791	3	3	4	781
809	798	9	1	2	786
810	802	2	6	8	786
811	1105	1095	6	4	0
812	1081	5	3	1073	0
813	1070	1017	6	41	6
814	1072	1056	3	4	9
815	1080	1064	6	4	6
816	1100	1065	13	18	4
817	1630	7	1615	2	6
818	1609	1591	7	10	1
819	1568	1539	8	8	13
820	1640	1616	7	9	8
821	1652	1624	10	14	4
822	2792	1	9	10	2772
823	2818	6	2792	10	10
824	2806	7	2784	6	9
825	2912	2881	8	14	9
826	2918	24	7	2880	7
827	2896	2859	24	5	8
828	2918	8	2887	8	15
829	2944	2914	12	8	10
830	2953	5	8	3	2937
831	2979	2944	13	9	13
832	2990	7	6	2972	5
833	3018	7	8	9	2994
834	2992	18	11	10	2953
835	3065	3028	8	9	20
836	3052	8	18	8	3018
837	3067	13	3031	6	17
838	3090	17	15	8	3050
839	3098	3072	2	9	15
840	3109	3	28	1	3077
841	3116	10	3086	8	12
842	3141	3117	7	9	8
843	3112	3090	5	9	8
844	3229	34	7	12	3176
845	3217	3161	42	6	8
846	3184	1	3170	1	12
847	3249	3213	10	7	19
848	3234	7	8	19	3200
849	3183	6	7	3160	10
850	3230	9	8	3208	5
851	3213	3191	7	8	7
852	3218	8	11	7	3192
853	3220	8	12	3194	6
854	3221	3193	10	11	7
855	3123	9	16	7	3091
856	3171	8	16	12	3135
857	3173	11	22	7	3133
858	3196	6	10	3180	0
859	3190	6	12	7	3165
860	3192	3175	4	3	10
861	3166	0	15	1	3150
862	3179	11	8	3157	3
863	3182	10	9	5	3158
864	3174	3142	10	7	15
865	3167	10	7	3142	8
866	3141	8	10	3115	8
867	3157	3120	13	13	11
868	3157	10	7	5	3135
869	3125	5	3110	4	6
870	3162	7	38	9	3108
871	3145	21	6	3111	7
872	3125	3084	26	9	6
873	3056	10	3026	3	17
874	3066	7	59	9	2991
875	3047	4	9	10	3024
876	3033	2986	9	14	24
877	3010	9	14	2977	10
878	2650	2618	5	19	8
879	2589	2559	11	16	3
880	2625	2590	12	13	10
881	2633	5	6	8	2614
882	2627	2603	9	5	10
883	2316	11	7	2293	5
884	2301	7	10	2276	8
885	2253	12	22	2207	12
886	2306	20	2277	4	5
887	2287	2257	4	21	5
888	2266	15	4	2242	5
889	2271	4	2259	5	3
890	2242	2233	8	1	0
891	2242	2	17	4	2219
892	2233	2213	8	11	1
893	2221	14	6	2195	6
894	2161	2128	4	28	1
895	2126	2111	3	4	8
896	601	23	571	6	1
897	2119	538	1548	15	18
898	617	590	14	9	4
899	603	575	7	13	8
900	606	572	5	18	11
901	617	585	8	15	9
902	1388	2	3	5	1378
903	1391	1375	3	4	9
904	1390	11	2	1373	4
905	1378	1365	2	8	3
906	1360	5	1	1347	7
907	1367	3	4	1359	1
908	1358	1345	5	4	4
909	1346	8	8	1326	4
910	1348	2	1328	4	14
911	1339	4	3	5	1327
912	1335	2	4	1329	0
913	1330	1317	4	5	4
914	1329	6	3	1315	5
915	1332	1311	3	15	3
916	1327	5	1311	8	3
917	1322	1306	6	7	3
918	1314	1297	7	7	3
919	1314	4	1303	5	2
920	1304	1300	2	2	0
921	1301	6	9	5	1281
922	1306	1	1286	5	14
923	1301	1	5	4	1291
924	1295	0	7	1285	3
925	1287	6	7	2	1272
926	1283	3	3	10	1267
927	1270	8	3	1255	4
928	1282	1270	6	4	2
929	1268	4	5	1259	0
930	1268	5	3	1258	2
931	1264	0	0	5	1259
932	1106	0	0	1104	2
933	1131	0	1	1129	1
934	1129	2	4	1116	7
935	1098	6	7	1082	3
936	1157	1138	13	3	3
937	1153	4	1134	3	12
938	1146	3	3	5	1135
939	1136	11	6	6	1113
940	1139	1127	8	3	1
941	1127	1	1120	3	3
942	1131	5	1112	8	6
943	1126	1115	2	2	7
944	1116	2	1108	4	2
945	1129	1110	8	6	5
946	1121	2	1112	2	5
947	1108	3	1096	4	5
948	1111	1093	3	11	4
949	1108	18	1	1088	1
950	1098	1083	13	2	0
951	1091	5	1075	1	10
952	166	144	22	0	0
953	145	129	5	5	6
954	125	102	6	11	6
955	143	126	9	2	6
956	152	131	11	7	3
957	184	149	13	9	13
958	1620	2	1617	0	1
959	1629	1625	2	2	0
960	1656	1	15	1	1639
961	1674	29	1639	3	3
962	1662	1625	2	30	5
963	1653	9	9	1629	6
964	1685	1664	4	9	8
965	1689	1680	4	2	3
966	1681	1642	4	26	9
967	1927	7	12	1903	5
968	1938	1914	8	6	10
969	1925	1911	3	6	5
970	1995	3	1985	4	3
971	1990	1	1980	6	3
972	2053	6	3	12	2032
973	2061	2	2049	7	3
974	2054	5	2042	5	2
975	2134	2105	6	9	14
976	2150	11	6	4	2129
977	2150	8	30	5	2107
978	2136	5	2122	3	6
979	2202	6	2168	8	20
980	2257	6	5	4	2242
981	2224	21	11	13	2179
982	2601	0	0	320	2281
983	2552	6	6	2540	0
984	2332	0	1	2331	0
985	2679	2637	8	18	16
986	2671	16	9	8	2638
987	2607	6	8	2563	30
988	2710	4	5	2696	5
989	2724	5	7	2703	9
990	3050	10	6	31	3003
991	3059	11	7	6	3035
992	3058	3040	8	5	5
993	3054	1	8	0	3045
994	3066	9	7	3042	8
995	3074	3056	4	7	7
996	3053	3024	6	13	10
997	3091	8	3053	10	20
998	3075	7	18	3	3047
999	3051	12	3009	13	17
1000	3098	9	3070	10	9
1001	3085	3065	12	8	0
1002	3095	10	22	4	3059
1003	3111	7	3088	7	9
1004	3074	13	3041	8	12
1005	3116	9	11	11	3085
1006	3112	8	4	3093	7
1007	3113	3085	13	8	7
1008	3118	4	11	5	3098
1009	2919	2888	10	8	13
1010	2909	2877	6	15	11
1011	2867	2819	4	36	8
1012	2961	2	1	42	2916
1013	2851	6	7	2836	2
1014	2880	0	1	2879	0
1015	2903	2879	8	11	5
1016	2879	7	2855	10	7
1017	2917	2855	47	7	8
1018	2881	15	8	2849	9
1019	2877	7	11	6	2853
1020	2866	2826	10	15	15
1021	2881	20	2847	5	9
1022	2857	2819	7	21	10
1023	2842	15	13	2805	9
1024	2835	6	2803	11	15
1025	2796	14	2771	7	4
1026	2817	8	10	9	2790
1027	2806	2780	7	15	4
1028	2808	9	8	5	2786
1029	2804	2767	17	10	10
1030	2811	3	6	2778	24
1031	2794	5	12	24	2753
1032	2775	12	13	2735	15
1033	2793	4	2744	16	29
1034	2767	8	10	16	2733
